,İLÇE ADI,MAHALLE ADI,"ARICILIK
","BESLENEN HAYVAN TÜRLERİ
","SULAMA SUYU KAYNAĞI YÖNETİMİ
","HAYVAN BESLEMEDE KULLANILAN ÜRÜNLER
","SULANABİLİR ALANDA YETİŞTİRİLEN ÜRÜNLER
","TARIMSAL SULAMA SUYU KAYNAĞI
","İYİ TARIM UYGULAMALARI
","TARIMSAL SULAMA SUYU
","DOĞRUDAN SATIN ALINABİLECEK ÜRÜNLER
","SULAK ALAN MİKTARI
","MEŞHUR ÜRÜNLER
","EN ÇOK YETİŞTİRİLEN ÜRÜNLER
","TRAKTÖR SAYISI
","BİREYSEL ARAZİ ORTALAMASI
","ALTERNATİF YENİ ÜRÜN ÇEŞİTLERİ ÜRETİMİ
","ENDEMİK (SADECE BU BÖLGEDE YETİŞEN) BİTKİLER
","TALEP EDİLEN TARIMSAL EĞİTİMLER
","TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
"
","MISIR, PATATES, BUĞDAY, ARPA, KİRAZ, FASULYE, ÇEREZLİK KABAK
","80%
","SÜT
","MISIR, BUĞDAY, PATATES, ARPA, PATLICAN
","350 Adet
","40 Dekar
","GOJİ BERRY, BARBUNYA
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK
","YOK
"

267,Meram,İLYASBABA,"EVET
","BÜYÜKBAŞ
","SULAMA KOOPERATİFİ
","KÜSPE, ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","YONCA, DOMATES, BİBER, PATATES
","DERE
","HAYIR
","VAR
","BUĞDAY, ELMA, DOMATES, ARPA, CEVİZ
","30%
","BAL
","BUĞDAY, ARPA
","1 Adet
","20 Dekar
","BÖĞÜRTLEN
","YOK
","HAYVANCILIK
","YOK
"

268,Meram,KAVAK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","BUĞDAY, ARPA, ÇAVDAR, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, NOHUT, FASULYE
","YERALTI SULARI
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, NOHUT, BUĞDAY, YULAF, FASULYE, SUSAM
","30%
","SÜT, YAĞ, PEYNİR
","BUĞDAY, ARPA, ŞEKER PANCARI
","170 Adet
","150 Dekar
","SİLAJLIK MISIR
","YOK
","MODERN SULAMA SİSTEMLERİ, MODERN MEYVECİLİK, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

269,Meram,KAYADİBİ,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","ŞEKER PANCARI, MISIR, PATATES
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ŞEKER PANCARI, NOHUT, FASULYE
","50%
","SÜT, YOĞURT, PEYNİR
","PATATES, ŞEKER PANCARI
","50 Adet
","45 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK
","YOK
"

270,Meram,KAYHÜYÜK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, YONCA, HAZIR YEM
","DOMATES, BİBER, PATLICAN, PATATES
","YERALTI SULARI
","HAYIR
","VAR
","NOHUT, BUĞDAY, DOMATES, ARPA
","20%
","SÜT
","BUĞDAY, ARPA
","120 Adet
","70 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

271,Meram,KIZILÖREN,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","YULAF, ARPA
","ÇİLEK, FASULYE, DOMATES, BİBER, PATATES
","KOOPERATİF KUYULARI
","HAYIR
","VAR
","PATATES, BUĞDAY, DOMATES, ÇİLEK, BİBER
","35%
","SÜT, YOĞURT, PEYNİR
","DOMATES, PATATES, ÇİLEK, PATLICAN
","90 Adet
","90 Dekar
","ÇİLEK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","GOJİ BERRY, KEKİK, ADA ÇAYI
"

272,Meram,SADIKLAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","YULAF, KÜSPE, ARPA, SAMAN
","ELMA, KİRAZ, ÇİLEK, DOMATES, BİBER, PATATES
","ŞAHSİ KUYULAR, AKARSU
","HAYIR
","VAR
","NOHUT, BUĞDAY, ELMA, DOMATES, ARPA, KİRAZ, ÇİLEK, FASULYE
","20%
","SÜT
","PATATES, NOHUT
","15 Adet
","10 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ
","DAĞ ÇAYI
"

273,Meram,SAĞLIK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, YONCA, HAZIR YEM
","MISIR, ÇİLEK, PATATES
","YERALTI SULARI
","HAYIR
","VAR
","PATATES, BUĞDAY, DOMATES, ÇİLEK
","25%
","SÜT
","PATATES, PATLICAN
","150 Adet
","30 Dekar
","ÇİLEK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, HAYVANCILIK
","YOK
"

274,Meram,YEŞİLDERE,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","BUĞDAY, KÜSPE, ARPA
","DOMATES, BİBER, PATLICAN, PATATES
","YERALTI SULARI
","HAYIR
","VAR
","PATATES, BUĞDAY, DOMATES, BİBER, FASULYE
","30%
","SÜT, YAĞ, PEYNİR
","BUĞDAY, PATATES, FASULYE, PATLICAN
","25 Adet
","25 Dekar
","ÇİLEK
","YOK
","ARI YETİŞTİRİCİLİĞİ, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","YOK
"

275,Sarayönü,BAŞHÜYÜK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, PATATES
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, AYÇİÇEĞİ
","10%
","KAYMAK, PEYNİR
","BUĞDAY, ARPA, ŞEKER PANCARI
","90 Adet
","150 Dekar
","ASPİR
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, HAYVANCILIK
","YOK
"

276,Sarayönü,BOYALI,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, YULAF, FİĞ, ARPA
","BUĞDAY, ARPA
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, ARPA, KİMYON
","10%
","SÜT, YAĞ, BAL, YUMURTA
","BUĞDAY, ARPA
","250 Adet
","70 Dekar
","KİNOA, ANASON, ÇÖREKOTU
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA, HAYVANCILIK
","ÇÖREKOTU
"

277,Sarayönü,BÜYÜKZENGİ,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","FİĞ, ÇAVDAR, YONCA, SİLAJLIK MISIR
","ŞEKER PANCARI, MISIR, ELMA, FASULYE
","ÇAY
","HAYIR
","VAR
","DOMATES, ŞEFTALİ, BİBER, FASULYE
","20%
","SÜT
","BUĞDAY, ELMA, ARPA, ŞEKER PANCARI, FASULYE
","10 Adet
","50 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, HAYVANCILIK
","KEKİK
"

278,Sarayönü,ÇEŞMELİSEBİL,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","BUĞDAY, ARPA, MISIR, AYÇİÇEĞİ
","YERALTI SULARI
","HAYIR
","VAR
","PATATES, NOHUT, BUĞDAY, ARPA, AYÇİÇEĞİ, MERCİMEK, ÇÖREK OTU
","30%
","SÜT, TARHANA
","BUĞDAY, ARPA
","200 Adet
","60 Dekar
","AYÇİÇEĞİ, ASPİR, ÇÖREKOTU
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ÇÖREKOTU, NANE
"

279,Sarayönü,DEĞİRMENLİ,"HAYIR
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","FİĞ, KÜSPE, ARPA, SAMAN, YONCA
","BUĞDAY, ŞEKER PANCARI, FASULYE
","ŞAHSİ KUYULAR, YERALTI SULARI
","HAYIR
","VAR
","ŞEKER PANCARI, NOHUT, BUĞDAY, ARPA, FASULYE
","30%
","SÜT, YAĞ
","BUĞDAY, ARPA, ŞEKER PANCARI, NOHUT, FASULYE
","25 Adet
","80 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

280,Sarayönü,ERTUĞRUL,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, DOMATES
","GÖLET
","HAYIR
","VAR
","MISIR, BUĞDAY, ELMA, ARPA, BİBER, FASULYE
","10%
","SÜT, PEYNİR
","BUĞDAY, DOMATES, ARPA, FASULYE
","50 Adet
","30 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

281,Sarayönü,KARABIYIK,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA, KİMYON
","0%
","SÜT, YAĞ, KAYMAK, YOĞURT, PEYNİR
","BUĞDAY, ARPA
","450 Adet
","150 Dekar
","YOK
","YOK
","HAYVANCILIK
","ANASON, KİMYON
"

282,Sarayönü,KARATEPE,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","YULAF, FİĞ, KÜSPE, KEPEK, ARPA, YONCA, SİLAJLIK MISIR
","ŞEKER PANCARI, MISIR, FASULYE, PATATES
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, NOHUT, BUĞDAY, ARPA
","20%
","SÜT, YOĞURT, PEYNİR
","MISIR, BUĞDAY, ARPA, ŞEKER PANCARI, FASULYE
","60 Adet
","50 Dekar
","ASPİR
","YOK
","HAYVANCILIK
","YOK
"

283,Sarayönü,KAYIÖREN,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","MISIR, NOHUT, FASULYE
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, NOHUT, BUĞDAY, ARPA, MERCİMEK, FASULYE
","10%
","SÜT
","BUĞDAY, ARPA
","50 Adet
","100 Dekar
","YOK
","YOK
","HAYVANCILIK
","KİMYON
"

284,Sarayönü,KONAR,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","BUĞDAY, ARPA
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, ARPA
","10%
","SÜT, YAĞ, YOĞURT
","BUĞDAY, ARPA
","50 Adet
","10 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

285,Sarayönü,KURŞUNLU,"HAYIR
","BÜYÜKBAŞ
","YOK
","FİĞ, ARPA, SAMAN
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, YULAF, ARPA
","0%
","SÜT, PEYNİR
","BUĞDAY, YULAF, ARPA
","30 Adet
","50 Dekar
","YOK
","YOK
","YOK
","YOK
"

286,Sarayönü,KUYULUSEBİL,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","YOK
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, FASULYE
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, PATATES, NOHUT, BUĞDAY, ARPA, AYÇİÇEĞİ, FASULYE
","70%
","SÜT, YAĞ, YOĞURT, PEYNİR
","BUĞDAY, ARPA, ŞEKER PANCARI
","150 Adet
","80 Dekar
","YOK
","YOK
","HAYVANCILIK
","ANASON, KİMYON
"

287,Selçuklu,BAŞARAKAVAK,"EVET
","KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","ARPA, YONCA, HAZIR YEM
","NOHUT, DOMATES, BİBER, PATLICAN, PATATES, SOĞAN
","AKARSU
","
","
","BUĞDAY, ELMA, DOMATES, CEVİZ, FASULYE
","30%
","BAL
","PATATES, NOHUT, FASULYE
","100 Adet
","60 Dekar
","ŞEKER PANCARI, ÜZÜM
","YOK, KONGUR
","HAYVANCILIK
","NANE
"

288,Selçuklu,hasan,"
","
","
","
","
","
","
","
","ASPİR
","%
","BAL, CANLI HAYVAN
","BEYAZ KİRAZ
","Adet
","Dekar
","
","
","
","
"

289,Selçuklu,SULUTAS,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","PATATES, BUĞDAY, DOMATES, ARPA, BİBER
","0%
","SÜT, YAĞ, YOĞURT, PEYNİR
","BUĞDAY, ARPA
","100 Adet
","50 Dekar
","ÜZÜM
","YOK
","YOK
","YOK
"

290,Selçuklu,AKPINAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","HAZIR YEM
","BUĞDAY, ARPA
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, ARPA
","20%
","SÜT, YAĞ, YOĞURT, PEYNİR
","BUĞDAY, ARPA
","60 Adet
","40 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

291,Selçuklu,BAĞRIKURT,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","ARPA, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, YULAF, ARPA
","0%
","YAĞ, YOĞURT, PEYNİR
","BUĞDAY, ARPA
","20 Adet
","20 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

292,Selçuklu,ÇALTI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, YONCA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, PATATES, BUĞDAY, ARPA, AYÇİÇEĞİ
","10%
","SÜT, YAĞ, YOĞURT, PEYNİR
","MISIR, BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","50 Adet
","20 Dekar
","YOK
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ, BİOTEKNİK MÜCADELE VE İYİ TARIM UYGULAMALARI
","YOK
"

293,Selçuklu,ÇANDIR,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA, PATLICAN
","8 Adet
","5 Dekar
","YOK
","YOK
","YOK
","YOK
"

294,Selçuklu,EĞRİBAYAT,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","FİĞ, ARPA, YONCA
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ŞEKER PANCARI, YONCA, AYÇİÇEĞİ
","60%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","80 Adet
","70 Dekar
","FİĞ
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, HAYVANCILIK
","YOK
"

295,Selçuklu,GÜVENÇ,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, AYÇİÇEĞİ
","50%
","SÜT, YOĞURT, PEYNİR
","MISIR, AYÇİÇEĞİ, ŞEKER PANCARI
","170 Adet
","100 Dekar
","YOK
","YOK
","YOK
","YOK
"

296,Selçuklu,KERVAN,"HAYIR
","BÜYÜKBAŞ
","YOK
","ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","NOHUT, BUĞDAY, DOMATES, ARPA, BİBER, FASULYE
","0%
","SÜT
","BUĞDAY, ARPA
","20 Adet
","10 Dekar
","YOK
","YOK
","YOK
","YOK
"

297,Selçuklu,KINIK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, HAZIR YEM
","YOK
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, YULAF, ARPA
","0%
","SÜT, KAYMAK, YOĞURT
","BUĞDAY, ARPA
","20 Adet
","50 Dekar
","YOK
","YOK
","YOK
","YOK
"

298,Selçuklu,KIZILCAKUYU,"HAYIR
","BÜYÜKBAŞ
","YOK
","ARPA, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","SÜT, YOĞURT
","BUĞDAY, ARPA
","10 Adet
","10 Dekar
","YOK
","YOK
","YOK
","YOK
"

299,Selçuklu,MEYDAN,"EVET
","BÜYÜKBAŞ
","YOK
","BUĞDAY, ARPA, SAMAN
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ELMA, YULAF, ARPA
","0%
","SÜT, PEYNİR
","BUĞDAY, ARPA
","100 Adet
","20 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK
","YOK
"

300,Selçuklu,SELAHATTİN,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ, KANATLI HAYVAN
","ŞAHSİ KUYULAR
","BUĞDAY, FİĞ, KÜSPE, ARPA, SAMAN
","FASULYE, DOMATES, BİBER, PATATES
","AKARSU
","HAYIR
","VAR
","PATATES, NOHUT, BUĞDAY, BİBER
","5%
","SÜT, YAĞ, BAL, YOĞURT, PEYNİR
","BİBER
","42 Adet
","30 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, ARI YETİŞTİRİCİLİĞİ, ÇİLEK YETİŞTİRİCİLİĞİ
","YOK
"

301,Selçuklu,YAZIBELEN,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, YONCA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, FASULYE
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA
","50%
","SÜT, YOĞURT, PEYNİR
","MISIR, ŞEKER PANCARI, FASULYE
","800 Adet
","400 Dekar
","YOK
","YOK
","YOK
","YOK
"

302,Selçuklu,SİLLE,"EVET
","KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","HAZIR YEM
","ELMA, KİRAZ, ÜZÜM, DOMATES, BİBER, PATLICAN, PATATES
","BARAJ
","HAYIR
","VAR
","ÜZÜM
","50%
","MEYVE KURUSU, PEKMEZ, TANDIR EKMEĞİ
","ÜZÜM
","2 Adet
","10 Dekar
","YOK
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA
","YOK
"

303,Selçuklu,ARDIÇLI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA BİRLİĞİ
","ARPA, HAZIR YEM
","ELMA, KİRAZ, DOMATES, BİBER, PATLICAN, PATATES, SOĞAN
","GÖLET
","HAYIR
","VAR
","BUĞDAY, YULAF, ARPA, ÇAVDAR
","50%
","SÜT, YOĞURT, CANLI HAYVAN, PEYNİR, YUMURTA
","BUĞDAY, YULAF, ARPA
","6 Adet
","15 Dekar
","YOK
","YOK
","YOK
","YOK
"

304,Selçuklu,AŞAĞIPINARBAŞI,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KEPEK, ARPA, HAZIR YEM
","ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE
","YERALTI SULARI
","EVET
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ELMA, ARPA, AYÇİÇEĞİ, KAYISI
","15%
","PEKMEZ
","BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","40 Adet
","60 Dekar
","ASPİR
","YOK
","HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

305,Selçuklu,YUKARIPINARBAŞI,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","ARPA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR
","YERALTI SULARI
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, KANOLA
","20%
","SÜT, YAĞ, PEYNİR
","BUĞDAY, ARPA, ŞEKER PANCARI
","60 Adet
","100 Dekar
","KANOLA
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA
","YOK
"

306,Selçuklu,KÜÇÜKMUHSİNE,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, KEPEK, ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","ELMA, FASULYE, KABAK, DOMATES, PATATES
","BARAJ
","HAYIR
","VAR
","PATATES, BUĞDAY, ELMA, DOMATES, ARPA, SOĞAN
","50%
","YOĞURT, PEYNİR
","BUĞDAY, ARPA
","20 Adet
","20 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK
","NANE, KEKİK, ADA ÇAYI
"

307,Selçuklu,SARICALAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","BUĞDAY, ARPA, SAMAN, YONCA, SİLAJLIK MISIR
","BUĞDAY, ARPA, ŞEKER PANCARI, AYÇİÇEĞİ, YONCA
","YERALTI SULARI
","HAYIR
","VAR
","ŞEKER PANCARI, BUĞDAY, ELMA, ARPA, AYÇİÇEĞİ, KİRAZ, FASULYE
","60%
","PEYNİR, SÜT REÇELİ
","BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","30 Adet
","100 Dekar
","YOK
","YOK
","HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","DAĞ ÇAYI, KEKİK
"

308,Selçuklu,YÜKSELEN,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","YULAF, KÜSPE, ARPA, SAMAN
","ELMA, KİRAZ, ÜZÜM, DOMATES, BİBER, PATATES
","KOOPERATİF KUYULARI
","HAYIR
","VAR
","NOHUT, BUĞDAY, ARPA, MERCİMEK
","30%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA
","20 Adet
","50 Dekar
","MERCİMEK
","YOK
","YOK
","YOK
"

309,Selçuklu,Mehmet Fatih,"
","
","
","
","
","
","
","
","PATATES
","%
","BAL
","
","Adet
","Dekar
","
","
","
","
"

310,Seydişehir,KESECİK,"EVET
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","BUĞDAY, YULAF, ARPA
","ARPA, ŞEKER PANCARI, DOMATES, PATATES, ÇEREZLİK KABAK
","GÖL, YERALTI SULARI
","HAYIR
","VAR
","ŞEKER PANCARI, PATATES, BUĞDAY, DOMATES, ÇEREZLİK KABAK
","40%
","SÜT
","BUĞDAY, ÇEREZLİK KABAK, ŞEKER PANCARI
","250 Adet
","60 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK
","NANE, KEKİK, ADA ÇAYI
"

311,Seydişehir,AKÇALAR,"HAYIR
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, FASULYE, PATATES, ÇEREZLİK KABAK
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ŞEKER PANCARI, PATATES, KABAK
","20%
","SÜT
","PATATES, ÇEREZLİK KABAK, ŞEKER PANCARI
","170 Adet
","40 Dekar
","YOK
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

312,Seydişehir,BOYALI,"EVET
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","ARPA, YONCA, SİLAJLIK MISIR
","ŞEKER PANCARI, ÇEREZLİK KABAK
","ŞAHSİ KUYULAR, KOOPERATİF KUYULARI
","HAYIR
","VAR
","BUĞDAY, ARPA
","50%
","SÜT, YAĞ, YOĞURT
","BUĞDAY, ÇEREZLİK KABAK, ARPA, ŞEKER PANCARI
","150 Adet
","100 Dekar
","ŞEKER PANCARI, HAŞHAŞ, ÇEREZLİK KABAK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK, MODERN BAĞCILIK
","HAŞHAŞ
"

313,Seydişehir,BÜKÇE,"HAYIR
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","YULAF, ARPA, SİLAJLIK MISIR, HAZIR YEM
","FASULYE, PATATES
","DERE, YERALTI SULARI
","HAYIR
","VAR
","BUĞDAY, ARPA
","20%
","SÜT, YAĞ, PEYNİR
","YOK
","10 Adet
","15 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

314,Seydişehir,ÇAT,"EVET
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, SİLAJLIK MISIR, HAZIR YEM
","FASULYE, DOMATES
","DERE
","HAYIR
","VAR
","PATATES, DOMATES, BİBER, FASULYE
","35%
","SÜT, KAYMAK, YOĞURT
","BUĞDAY, PATATES, FASULYE
","20 Adet
","10 Dekar
","ÇİLEK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ
","YOK
"

315,Seydişehir,ÇATMAKAYA,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
